,Price,Category,Beds,Baths,Area,Plot_size,Address,Broker,URL
6506,"$39,900",Mobile house for sale,2,2,,,"9117 Kileen Ave, Port Richey, FL 34668",Brokered by Florida Mobile Homes Sell Llc,https://www.realtor.com/realestateandhomes-detail/9117-Kileen-Ave_Port-Richey_FL_34668_M94554-76921?from=srp-list-card
6507,"$220,000",Mobile house for sale,4,2,"1,580sqft
1,580 square feet","1.28acre lot
1.28 acre lot","99 Lady Fish Ln, Defuniak Springs, FL 32433",Brokered by Brannon Real Estate Services,https://www.realtor.com/realestateandhomes-detail/Lady-Fish-Ln_Defuniak-Springs_FL_32433_M91683-58297?from=srp-list-card
6508,"$479,900",House for sale,3,2,"1,774sqft
1,774 square feet",,"5800 Palmetto Dr, Fort Pierce, FL 34953",Brokered by La Rosa Realty Beaches LLC,https://www.realtor.com/realestateandhomes-detail/5800-Palmetto-Dr_Fort-Pierce_FL_34953_M92570-84657?from=srp-list-card
6509,"$354,900",House for sale,3,2,"1,808sqft
1,808 square feet","5,340sqft lot
5,340 square foot lot","5024 Saint Andrews Arc, Leesburg, FL 34748","Brokered by Florida Plus Realty, Llc",https://www.realtor.com/realestateandhomes-detail/5024-St-Andrews-Arc_Leesburg_FL_34748_M92262-49963?from=srp-list-card
6510,"$29,400",Mobile house for sale,1,1,"476sqft
476 square feet",,"11911 66th St Lot 206, Largo, FL 33773","Brokered by American Mobile Home Sales Of Tampa Bay, Inc.",https://www.realtor.com/realestateandhomes-detail/11911-66th-St-Lot-206_Largo_FL_33773_M97956-60412?from=srp-list-card
6511,"$24,000",Pending,,,,"2.52acre lot
2.52 acre lot","0A Dill Rd, Orlando, FL 32820",Brokered by Coldwell Banker Realty,https://www.realtor.com/realestateandhomes-detail/0A-Dill-Rd_Orlando_FL_32820_M94962-13654?from=srp-list-card
6512,"$1,575 - $2,190",For Rent - Apartment,1 - 3,1 - 2,"815 - 1,473 square feet",,"Westwood Reserve Apartments, 8801 Citrus Village Dr, Tampa, FL 33626",,
6513,$800,For Rent - House,4,2,"1,401sqft
1,401 square feet",,"3027 Mary Church Ct, Orlando, FL 32811",,
6514,"$1,230",For Rent - House,3,2,"1,411sqft
1,411 square feet",,"3030 SW 14th Ct, Cape Coral, FL 33914",,
6515,"$2,295 - $2,914",For Rent - Apartment,1 - 3,1 - 2,"758 - 1,269 square feet",,"Casa Vera, 8881 SW 172nd Ave, Miami, FL 33196",,
6516,$536 - $969,For Rent - Apartment,1 - 3,1 - 2,,,"The Sanctuary, 2202 W Pensacola St, Tallahassee, FL 32304",,
6517,,,,,,,", ",,
6518,,,,,,,", ",,
6519,,,,,,,", ",,
6520,,,,,,,,,
6521,,,,,,,,,
6522,,,,,,,,,
6523,,,,,,,,,
6524,,,,,,,,,
6525,,,,,,,,,
6526,,,,,,,,,
6527,,,,,,,,,
6528,,,,,,,,,
6529,,,,,,,,,
6530,,,,,,,,,
6531,,,,,,,,,
6532,"$799,500",House for sale,3,3.5,"2,754sqft
2,754 square feet","7,405sqft lot
7,405 square foot lot","33 Cobalt Ln, Miramar Beach, FL 32550",Brokered by Keller Williams Realty Emerald Coast DESTIN,https://www.realtor.com/realestateandhomes-detail/33-Cobalt-Ln_Miramar-Beach_FL_32550_M52982-94218?from=srp-list-card
6533,"$1,249,000",House for sale,4,3,"2,545sqft
2,545 square feet","7,800sqft lot
7,800 square foot lot","17650 SW 46th St, Miramar, FL 33029",Brokered by London Foster Realty,https://www.realtor.com/realestateandhomes-detail/17650-SW-46th-St_Miramar_FL_33029_M98925-44637?from=srp-list-card
6534,"$109,000",Mobile house for sale,2,2,,,"1071 Donegan Rd Lot 716, Largo, FL 33771",Brokered by Integrity Mobile Homes,https://www.realtor.com/realestateandhomes-detail/1071-Donegan-Rd-Lot-716_Largo_FL_33771_M98916-14868?from=srp-list-card
6535,"$265,500",Land for sale,,,,"11.66acre lot
11.66 acre lot","Smith Rd, Polk City, FL 33868",Brokered by KELLER WILLIAMS SOUTH TAMPA,https://www.realtor.com/realestateandhomes-detail/Smith-Rd_Polk-City_FL_33868_M98912-64961?from=srp-list-card
6536,"$675,000",Multi-family home for sale,5,5,"1,902sqft
1,902 square feet",,"233 NW 12th Ct, Florida City, FL 33034",Brokered by Scardua Realty,https://www.realtor.com/realestateandhomes-detail/233-NW-12th-Ct_Homestead_FL_33034_M99973-53279?from=srp-list-card
6537,"$897,600",House for sale,4,3,"2,756sqft
2,756 square feet","8,289sqft lot
8,289 square foot lot","28190 Captiva Shell Loop, Bonita Springs, FL 34135",Brokered by Premier Sotheby's International Realty,https://www.realtor.com/realestateandhomes-detail/28190-Captiva-Shell-Loop_Bonita-Springs_FL_34135_M90452-76355?from=srp-list-card
6538,"$49,775",Mobile house for sale,2,2,"750sqft
750 square feet",,"37376 US Highway 19 N Lot 145, Palm Harbor, FL 34684",Brokered by WELCOME HOME MOBILE HOMES LLC,https://www.realtor.com/realestateandhomes-detail/37376-US-Highway-19-N-Lot-145_Palm-Harbor_FL_34684_M91206-38348?from=srp-list-card
6539,"$700,000",House for sale,4,3.5,"2,715sqft
2,715 square feet","8,276sqft lot
8,276 square foot lot","3183 Casare Dr, Melbourne, FL 32940","Brokered by Real Brokers, LLC",https://www.realtor.com/realestateandhomes-detail/3183-Casare-Dr_Melbourne_FL_32940_M91522-19018?from=srp-list-card
6540,"$100,000",Mobile house for sale,2,2,,,"29200 Jones Loop Rd Lot 306, Punta Gorda, FL 33950",Brokered by Lighthouse Mobile Home Sales,https://www.realtor.com/realestateandhomes-detail/29200-Jones-Loop-Rd-Lot-306_Punta-Gorda_FL_33950_M99535-28347?from=srp-list-card
6541,"$2,275,000",House for sale,4,3,"3,081sqft
3,081 square feet","0.36acre lot
0.36 acre lot","348 Sonoma Isles Cir, Jupiter, FL 33478",Brokered by Illustrated Properties/Jupiter,https://www.realtor.com/realestateandhomes-detail/348-Sonoma-Isles-Cir_Jupiter_FL_33478_M98549-54550?from=srp-list-card
6542,"$230,000",Mobile house for sale,2,2,"1,456sqft
1,456 square feet",,"26320 Lexington Dr Unit 219, Bonita Springs, FL 34135",Brokered by Hometown America Communities,https://www.realtor.com/realestateandhomes-detail/26320-Lexington-Dr-219_Bonita-Springs_FL_34135_M95740-63652?from=srp-list-card
6543,"$44,900",Mobile house for sale,2,2,,,"8016 Lake View Dr N, Ellenton, FL 34222","Brokered by Florida MH Sales, LLC dba Mobile Home Sales by Jennifer",https://www.realtor.com/realestateandhomes-detail/8016-Lake-View-Dr-N_Ellenton_FL_34222_M91406-49640?from=srp-list-card
6544,"$101,995",Mobile house for sale,2,1.5,"1,056sqft
1,056 square feet",,"3151 NW 44th Ave Lot 123, Ocala, FL 34482",Brokered by Sweetwater Oaks,https://www.realtor.com/realestateandhomes-detail/3151-NW-44th-Ave-Lot-123_Ocala_FL_34482_M99436-67411?from=srp-list-card
6545,"$65,000",Mobile house for sale,2,2,,,"4000 24th St N Lot 128, Saint Petersburg, FL 33714",Brokered by Here Comes The Sun Mobile Homes,https://www.realtor.com/realestateandhomes-detail/4000-24th-St-N-Lot-128_Saint-Petersburg_FL_33714_M99535-06657?from=srp-list-card
6546,"$264,900",House for sale,3,2,"1,267sqft
1,267 square feet","0.23acre lot
0.23 acre lot","15260 SW 50th Avenue Rd, Ocala, FL 34473",Brokered by Real Estate Teammates Llc,https://www.realtor.com/realestateandhomes-detail/15260-SW-50th-Avenue-Rd_Ocala_FL_34473_M98507-47114?from=srp-list-card
6547,"$480,000",Pending,4,2,"1,843sqft
1,843 square feet","6,600sqft lot
6,600 square foot lot","1991 American Beech Pkwy, Ocoee, FL 34761",Brokered by THE REAL ESTATE COLLECTION LLC,https://www.realtor.com/realestateandhomes-detail/1991-American-Beech-Pkwy_Ocoee_FL_34761_M99723-92177?from=srp-list-card
6548,"$39,900",Land for sale,,,,"10acre lot
10 acre lot","Nw # Us41 # US41, White Springs, FL 32096",Brokered by United Country Smith & Associates,https://www.realtor.com/realestateandhomes-detail/Nw-US41_White-Springs_FL_32096_M98102-17272?from=srp-list-card
6549,"$749,000",Condo for sale,2,2,"1,850sqft
1,850 square feet",,"800 Greensward Ct Apt 201I, Delray Beach, FL 33445",Brokered by Delray Beach,https://www.realtor.com/realestateandhomes-detail/800-Greensward-Ct-Apt-201I_Delray-Beach_FL_33445_M99601-17891?from=srp-list-card
6550,"$20,000",Mobile house for sale,2,1,,,"2850 New Tampa Hwy Lot 61, Lakeland, FL 33815",Brokered by Shangri La,https://www.realtor.com/realestateandhomes-detail/2850-New-Tampa-Hwy-Lot-61_Lakeland_FL_33815_M99105-45444?from=srp-list-card
6551,"$98,900",Pending,3,2,,,"1123 Walt Williams Rd Lot 161, Lakeland, FL 33809",Brokered by Stoll Manor,https://www.realtor.com/realestateandhomes-detail/1123-Walt-Williams-Rd-Lot-161_Lakeland_FL_33809_M98542-78908?from=srp-list-card
6552,"$395,000",Condo for sale,2,2,"1,095sqft
1,095 square feet","1,100sqft lot
1,100 square foot lot","821 Bahia Del Sol Dr # 43, Ruskin, FL 33570",Brokered by Charles Rutenberg Realty,https://www.realtor.com/realestateandhomes-detail/821-Bahia-Del-Sol-Dr-43_Ruskin_FL_33570_M98994-35194?from=srp-list-card
6553,"$209,000",Condo for sale,2,2,"1,088sqft
1,088 square feet",,"3075 E Gardens Dr E Unit 32, Palm Beach Gardens, FL 33410",Brokered by Illustrated Properties/Jupiter,https://www.realtor.com/realestateandhomes-detail/3075-E-Gardens-Dr-E-Unit-32_Palm-Beach-Gardens_FL_33410_M99007-61073?from=srp-list-card
6554,"$685,000",House for sale,4,3,"3,111sqft
3,111 square feet","0.47acre lot
0.47 acre lot","5238 Clapboard Cove Ct, Jacksonville, FL 32226",Brokered by VIP HOME AND INSURANCE SERVICES LLC,https://www.realtor.com/realestateandhomes-detail/5238-Clapboard-Cove-Ct_Jacksonville_FL_32226_M98829-37144?from=srp-list-card
6555,"$325,000",House for sale,3,2,"1,418sqft
1,418 square feet","5,393sqft lot
5,393 square foot lot","619 Sylvan Ramble Rd, Davenport, FL 33837",Brokered by CHARLES RUTENBERG RLTY ORLANDO,https://www.realtor.com/realestateandhomes-detail/619-Sylvan-Ramble-Rd_Davenport_FL_33837_M99271-27088?from=srp-list-card
6556,"$425,000",House for sale,4,2.5,"2,566sqft
2,566 square feet","6,098sqft lot
6,098 square foot lot","1796 Wilson Prairie Cir, Groveland, FL 34736",Brokered by Coldwell Banker Realty,https://www.realtor.com/realestateandhomes-detail/1796-Wilson-Prairie-Cir_Groveland_FL_34736_M99318-30170?from=srp-list-card
6557,"$489,900",House for sale,4,2.5,"2,056sqft
2,056 square feet","5,698sqft lot
5,698 square foot lot","5282 Grove Mill Loop, Bradenton, FL 34211",Brokered by Compass Florida - Sarasota,https://www.realtor.com/realestateandhomes-detail/5282-Grove-Mill-Loop_Bradenton_FL_34211_M98232-63226?from=srp-list-card
6558,"$410,000",Mobile house for sale,3,2,"800sqft
800 square feet","4,269sqft lot
4,269 square foot lot","28 SE 229th St, Suwannee, FL 32680",Brokered by Dawn Realty,https://www.realtor.com/realestateandhomes-detail/28-SE-229th-St_Old-Town_FL_32680_M98358-93715?from=srp-list-card
6559,"$69,900",Mobile house for sale,2,2,"1,344sqft
1,344 square feet",,"5836 Danbury Ln, Sarasota, FL 34233",Brokered by My Florida Dreams,https://www.realtor.com/realestateandhomes-detail/5836-Danbury-Ln_Sarasota_FL_34233_M98199-90798?from=srp-list-card
6560,"$449,000",House for sale,3,2,"1,602sqft
1,602 square feet","4,792sqft lot
4,792 square foot lot","5590 Agostino Way, Ave Maria, FL 34142",Brokered by John R Wood Properties,https://www.realtor.com/realestateandhomes-detail/5590-Agostino-Way_Ave-Maria_FL_34142_M97845-21645?from=srp-list-card
6561,"$75,000",Land for sale,,,,"5acre lot
5 acre lot","Crabgrass Rd, Saint Cloud, FL 34773",Brokered by Preferred Real Estate,https://www.realtor.com/realestateandhomes-detail/Crabgrass-Rd_Saint-Cloud_FL_34773_M97929-68730?from=srp-list-card
6562,"$59,000",Mobile house for sale,2,2,"1,248sqft
1,248 square feet",,"7300 20th St Lot 10, Vero Beach, FL 32966",Brokered by Canedo Realty,https://www.realtor.com/realestateandhomes-detail/7300-20th-St-Lot-10_Vero-Beach_FL_32966_M91417-99669?from=srp-list-card
6563,"$135,500",Mobile house for sale,2,2,"1,232sqft
1,232 square feet",,"3151 NW 44th Ave Lot 100, Ocala, FL 34482","Brokered by KEN JONES LLC, Mobile Home Sales",https://www.realtor.com/realestateandhomes-detail/3151-NW-44th-Ave-Lot-100_Ocala_FL_34482_M91671-49106?from=srp-list-card
6564,"$369,900",House for sale,2,2,"1,747sqft
1,747 square feet","9,230sqft lot
9,230 square foot lot","8924 SW 76th Ln, Ocala, FL 34481",Brokered by ON TOP OF THE WORLD REAL EST,https://www.realtor.com/realestateandhomes-detail/8924-SW-76th-Ln_Ocala_FL_34481_M91402-50970?from=srp-list-card
6565,"$299,000",House for sale,3,2,"1,637sqft
1,637 square feet","8,246sqft lot
8,246 square foot lot","3542 Conley Dr, Cantonment, FL 32533",Brokered by Keller Williams Gulf Coast,https://www.realtor.com/realestateandhomes-detail/3542-Conley-Dr_Cantonment_FL_32533_M99523-71303?from=srp-list-card
6566,"$31,900",Mobile house for sale,2,1.5,"784sqft
784 square feet",,"500 Bruce Ave Unit 35A, Wildwood, FL 34785",Brokered by Wildwood Acres,https://www.realtor.com/realestateandhomes-detail/500-Bruce-Ave-35A_Wildwood_FL_34785_M99360-06958?from=srp-list-card
6567,"$174,500",Mobile house for sale,2,2,"1,366sqft
1,366 square feet","6,028sqft lot
6,028 square foot lot","3320 S Citrus Cir # 1410, Zellwood, FL 32798",Brokered by KELLER WILLIAMS HERITAGE RLTY,https://www.realtor.com/realestateandhomes-detail/3320-S-Citrus-Cir-1410_Zellwood_FL_32798_M98766-53630?from=srp-list-card
6568,"$649,000",Pending,4,3,"2,292sqft
2,292 square feet","9.68acre lot
9.68 acre lot","17848 SE Highway 42, Weirsdale, FL 32195",Brokered by Realty Executives In The Villa,https://www.realtor.com/realestateandhomes-detail/17848-SE-Highway-42_Weirsdale_FL_32195_M98919-07627?from=srp-list-card
6569,"$464,500",House for sale,4,2,"2,300sqft
2,300 square feet","0.25acre lot
0.25 acre lot","4540 Helena Dr, Titusville, FL 32780",Brokered by WEMERT GROUP REALTY LLC,https://www.realtor.com/realestateandhomes-detail/4540-Helena-Dr_Titusville_FL_32780_M91079-69917?from=srp-list-card
6570,"$685,000",House for sale,4,3,"2,724sqft
2,724 square feet","8,503sqft lot
8,503 square foot lot","15037 Sea Salt Way, Bradenton, FL 34211",Brokered by EXIT REALTY PREMIER ELITE,https://www.realtor.com/realestateandhomes-detail/15037-Sea-Salt-Way_Bradenton_FL_34211_M91283-31090?from=srp-list-card
6571,"$299,990",House for sale,3,2,"1,503sqft
1,503 square feet","3,871sqft lot
3,871 square foot lot","305 Voltaire Dr, Spring Hill, FL 34609",Brokered by MALTBIE REALTY GROUP,https://www.realtor.com/realestateandhomes-detail/305-Voltaire-Dr_Spring-Hill_FL_34609_M90496-33407?from=srp-list-card
6572,"$1,695,000",House for sale,4,3,"3,193sqft
3,193 square feet","9,361sqft lot
9,361 square foot lot","11180 Canal Grande Dr, Fort Myers, FL 33913",Brokered by Realty World J. Pavich R.E.,https://www.realtor.com/realestateandhomes-detail/11180-Canal-Grande-Dr_Fort-Myers_FL_33913_M91192-19806?from=srp-list-card
6573,"$1,200,000",House for sale,4,2.5,"2,951sqft
2,951 square feet","11.76acre lot
11.76 acre lot","10636 Pine Log Rd, Panama City Beach, FL 32413",Brokered by Compass,https://www.realtor.com/realestateandhomes-detail/10636-Pine-Log-Rd_Panama-City-Beach_FL_32413_M91321-35294?from=srp-list-card
6574,"$1,575 - $2,190",For Rent - Apartment,1 - 3,1 - 2,"815 - 1,473 square feet",,"Westwood Reserve Apartments, 8801 Citrus Village Dr, Tampa, FL 33626",,
6575,$800,For Rent - House,4,2,"1,401sqft
1,401 square feet",,"3027 Mary Church Ct, Orlando, FL 32811",,
6576,"$1,230",For Rent - House,3,2,"1,411sqft
1,411 square feet",,"3030 SW 14th Ct, Cape Coral, FL 33914",,
6577,"$2,295 - $2,914",For Rent - Apartment,1 - 3,1 - 2,"758 - 1,269 square feet",,"Casa Vera, 8881 SW 172nd Ave, Miami, FL 33196",,
6578,$774 - $999,For Rent - Apartment,2 - 4,2 - 4,"886 - 1,547 square feet",,"Campus Circle Student Housing, 1742 SW 38th Ter, Gainesville, FL 32607",,
6579,,,,,,,", ",,
6580,,,,,,,", ",,
6581,,,,,,,", ",,
6582,,,,,,,,,
6583,,,,,,,,,
6584,,,,,,,,,
6585,,,,,,,,,
6586,,,,,,,,,
6587,,,,,,,,,
6588,,,,,,,,,
6589,,,,,,,,,
6590,,,,,,,,,
6591,,,,,,,,,
6592,,,,,,,,,
6593,,,,,,,,,
6594,"$460,000",House for sale,4,2,"1,848sqft
1,848 square feet","6,050sqft lot
6,050 square foot lot","757 Citrus Reserve Blvd, Davenport, FL 33837",Brokered by COMPASS FLORIDA LLC,https://www.realtor.com/realestateandhomes-detail/757-Citrus-Reserve-Blvd_Davenport_FL_33837_M99495-24395?from=srp-list-card
6595,"$1,500,000",House for sale,3,3.5+,"3,327sqft
3,327 square feet","14.73acre lot
14.73 acre lot","9344 Chicora Rd, Mulberry, FL 33860",Brokered by S & D Real Estate Service LLC,https://www.realtor.com/realestateandhomes-detail/9344-Chicora-Rd_Mulberry_FL_33860_M97513-34390?from=srp-list-card
6596,"$671,900",House for sale,2,2,"1,858sqft
1,858 square feet","0.3acre lot
0.3 acre lot","236 Ethereal Sq, Yulee, FL 32097",Brokered by FERNANDINA BEACH REALTY,https://www.realtor.com/realestateandhomes-detail/236-Ethereal-Sq_Yulee_FL_32097_M99993-23640?from=srp-list-card
6597,"$627,000",House for sale,3,2.5,"2,447sqft
2,447 square feet","0.34acre lot
0.34 acre lot","6042 Claystone Way, Mount Dora, FL 32757",Brokered by TOUCHSTONE REAL ESTATE,https://www.realtor.com/realestateandhomes-detail/6042-Claystone-Way_Mount-Dora_FL_32757_M98551-50779?from=srp-list-card
6598,"$24,890",Mobile house for sale,2,1,"720sqft
720 square feet",,"199 Lakeside Garden Cir, Lake Wales, FL 33859",Brokered by Sunset Home Sales,https://www.realtor.com/realestateandhomes-detail/199-Lakeside-Garden-Cir_Lake-Wales_FL_33859_M97963-75512?from=srp-list-card
6599,"$102,500",Mobile house for sale,2,2,"1,440sqft
1,440 square feet",,"463 NE Onyx Way, Jensen Beach, FL 34957",Brokered by Anchor Southeast Realty LLC,https://www.realtor.com/realestateandhomes-detail/463-NE-Onyx-Way_Jensen-Beach_FL_34957_M93519-67221?from=srp-list-card
6600,"$1,115,000",House for sale,5,4,"4,223sqft
4,223 square feet","0.28acre lot
0.28 acre lot","3556 Tour Trce, Land O Lakes, FL 34638",Brokered by Agile Group Realty,https://www.realtor.com/realestateandhomes-detail/3556-Tour-Trce_Land-O-Lakes_FL_34638_M98104-38141?from=srp-list-card
6601,"$45,000",Mobile house for sale,2,2,"1,152sqft
1,152 square feet",,"85 Misty Meadow Rd, Winter Haven, FL 33881",Brokered by Renee's Resales Llc,https://www.realtor.com/realestateandhomes-detail/85-Misty-Meadow-Rd_Winter-Haven_FL_33881_M98591-94605?from=srp-list-card
6602,"$300,000",House for sale,3,2,"1,634sqft
1,634 square feet","6,630sqft lot
6,630 square foot lot","255 Vista Oaks Way, Davenport, FL 33837",Brokered by Coastal Properties Group,https://www.realtor.com/realestateandhomes-detail/255-Vista-Oaks-Way_Davenport_FL_33837_M97951-29613?from=srp-list-card
6603,"$524,900",House for sale,3,2,"1,936sqft
1,936 square feet","7,139sqft lot
7,139 square foot lot","20273 Symphony Pl, Venice, FL 34293",Brokered by EXIT KING REALTY,https://www.realtor.com/realestateandhomes-detail/20273-Symphony-Pl_Venice_FL_34293_M99701-61638?from=srp-list-card
6604,"$1,295,000",Condo for sale,3,3.5,"2,342sqft
2,342 square feet",,"4751 W Bay Blvd, Estero, FL 33928",Brokered by Realty World J. Pavich R.E.,https://www.realtor.com/realestateandhomes-detail/4751-W-Bay-Blvd-Unit-101_Estero_FL_33928_M63082-92759?from=srp-list-card
6605,"$485,000",House for sale,2,2,"1,951sqft
1,951 square feet","7,278sqft lot
7,278 square foot lot","13909 Via Nidia, Delray Beach, FL 33446",Brokered by LPT REALTY,https://www.realtor.com/realestateandhomes-detail/13909-Via-Nidia_Delray-Beach_FL_33446_M68222-45225?from=srp-list-card
6606,"$430,000",House for sale,4,3,"2,237sqft
2,237 square feet","6,050sqft lot
6,050 square foot lot","1645 Denali St, Davenport, FL 33837",Brokered by OPULENT REALTY INTERNATIONAL,https://www.realtor.com/realestateandhomes-detail/1645-Denali-St_Davenport_FL_33837_M93851-71071?from=srp-list-card
6607,"$320,000",House for sale,3,2,"1,270sqft
1,270 square feet","4,400sqft lot
4,400 square foot lot","10212 White Linen Ave, Riverview, FL 33578",Brokered by FLORIDA REALTY,https://www.realtor.com/realestateandhomes-detail/10212-White-Linen-Ave_Riverview_FL_33578_M93376-55578?from=srp-list-card
6608,"$349,000",House for sale,3,2,"2,002sqft
2,002 square feet","6,970sqft lot
6,970 square foot lot","904 Raindrop Ln, Middleburg, FL 32068",Brokered by DJ & LINDSEY REAL ESTATE,https://www.realtor.com/realestateandhomes-detail/904-Raindrop-Ln_Middleburg_FL_32068_M52089-61976?from=srp-list-card
6609,"$40,000",Mobile house for sale,2,2,"960sqft
960 square feet",,"7741 Iliad Ave, Hudson, FL 34667",Brokered by Michael Brendan Barnett - Club Wildwood,https://www.realtor.com/realestateandhomes-detail/7741-Iliad-Ave_Hudson_FL_34667_M99999-44167?from=srp-list-card
6610,"$1,500,000",Land for sale,2,2,,"7acre lot
7 acre lot",,"Brokered by Jon Kohler & Associates, LLC",https://www.realtor.com/realestateandhomes-detail/Port-Saint-Joe_FL_32456_M99096-59533?from=srp-list-card
6611,,House for sale,4,2.5,"2,386sqft
2,386 square feet",,"Tower Plan, Winding Meadows Community, Apopka, FL 32712",Built by Pulte Homes,https://www.realtor.com/realestateandhomes-detail/Tower_Winding-Meadows_4033-Winding-Meadows-St_Apopka_FL_32712_P417000731689
6612,"$22,500",Pending,2,2,"1,120sqft
1,120 square feet",,"7001 142nd Ave N Unit 165, Largo, FL 33771",Brokered by WELCOME HOME MOBILE HOMES LLC,https://www.realtor.com/realestateandhomes-detail/7001-142nd-Ave-Lot-165_Largo_FL_33771_M97464-60260?from=srp-list-card
6613,"$349,000",House for sale,3,2,"1,605sqft
1,605 square feet","7,841sqft lot
7,841 square foot lot","307 N P St, Pensacola, FL 32505",Brokered by LEVIN RINKE REALTY,https://www.realtor.com/realestateandhomes-detail/307-N-P-St_Pensacola_FL_32505_M60023-11430?from=srp-list-card
6614,"$364,000",House for sale,3,2,"1,607sqft
1,607 square feet","0.23acre lot
0.23 acre lot","3136 SE 8th Ave, Cape Coral, FL 33904",Brokered by ViiBE Realty,https://www.realtor.com/realestateandhomes-detail/3136-SE-8th-Ave_Cape-Coral_FL_33904_M53278-72004?from=srp-list-card
6615,"$725,000",House for sale,3,2.5,"1,068sqft
1,068 square feet","1,950sqft lot
1,950 square foot lot","98 Gulf Loop, Panama City Beach, FL 32408",Brokered by Corcoran Reverie,https://www.realtor.com/realestateandhomes-detail/98-Gulf-Loop_Panama-City-Beach_FL_32408_M95346-15274?from=srp-list-card
6616,"$375,000",Mobile house for sale,4,2,"1,560sqft
1,560 square feet","0.92acre lot
0.92 acre lot","9044 Lincoln Rd, Saint Cloud, FL 34773",Brokered by SELL-N-SAVE2,https://www.realtor.com/realestateandhomes-detail/9044-Lincoln-Rd_Saint-Cloud_FL_34773_M96809-97521?from=srp-list-card
6617,"$250,000",House for sale,4,4,"2,245sqft
2,245 square feet",,"13B Calle Banco Chinchorro Cancun, , FL 77508",Brokered by Global G Real Estate Corp.,https://www.realtor.com/realestateandhomes-detail/13B-Calle-Banco-Chinchorro-Cancun_FL_77508_M96599-16645?from=srp-list-card
6618,"$3,900",Mobile house for sale,1,1,"420sqft
420 square feet",,"2245 New Tampa Hwy Lot 25, Lakeland, FL 33815",Brokered by Pine Grove Estates,https://www.realtor.com/realestateandhomes-detail/2245-New-Tampa-Hwy-Lot-25_Lakeland_FL_33815_M99668-25022?from=srp-list-card
6619,"$1,225,000",House for sale,3,2,"1,888sqft
1,888 square feet","4.48acre lot
4.48 acre lot","26451 Morton Ave, Bonita Springs, FL 34135",Brokered by Amerivest Realty,https://www.realtor.com/realestateandhomes-detail/26451-Morton-Ave_Bonita-Springs_FL_34135_M57898-51291?from=srp-list-card
6620,"$1,499,900",House for sale,4,3.5,"2,441sqft
2,441 square feet","5,663sqft lot
5,663 square foot lot","218 White Cottage Rd, Santa Rosa Beach, FL 32459",Brokered by 30A Local Real Estate,https://www.realtor.com/realestateandhomes-detail/218-White-Cottage-Rd_Santa-Rosa-Beach_FL_32459_M97629-89358?from=srp-list-card
6621,"$438,900",House for sale,3,2,"2,008sqft
2,008 square feet","7,444sqft lot
7,444 square foot lot","46 Matanzas Cove Dr, Palm Coast, FL 32137",Brokered by SeaGate Homes,https://www.realtor.com/realestateandhomes-detail/46-Matanzas-Cove-Dr_Palm-Coast_FL_32137_M98005-75506?from=srp-list-card
6622,"$419,995",House for sale,4,3,"1,917sqft
1,917 square feet","5,227sqft lot
5,227 square foot lot","5123 Montecristo Ter, Fort Pierce, FL 34951",Brokered by K Hovnanian Florida Realty LLC,https://www.realtor.com/realestateandhomes-detail/5123-Montecristo-Ter_Fort-Pierce_FL_34951_M97588-10146?from=srp-list-card
6623,"$40,825",Land for sale,,,,"0.44acre lot
0.44 acre lot",,Brokered by Compass Florida - Sarasota,https://www.realtor.com/realestateandhomes-detail/Zephyrhills_FL_33541_M99073-65107?from=srp-list-card
6624,"$350,000",House for sale,2,2,"1,777sqft
1,777 square feet","6,098sqft lot
6,098 square foot lot","3612 Pariana Ln, Jacksonville, FL 32222",Brokered by ERA Davis & Linn Real Estate,https://www.realtor.com/realestateandhomes-detail/3612-Pariana-Ln_Jacksonville_FL_32222_M97660-89308?from=srp-list-card
6625,,House for sale,5,3.5,"3,416sqft
3,416 square feet",,"Yorkshire Plan, Winding Meadows Community, Apopka, FL 32712",Built by Pulte Homes,https://www.realtor.com/realestateandhomes-detail/Yorkshire_Winding-Meadows_4033-Winding-Meadows-St_Apopka_FL_32712_P417000731692
6626,"$499,000",House for sale,3,2,"1,918sqft
1,918 square feet","6,743sqft lot
6,743 square foot lot","4210 Montegrappa Way, Wesley Chapel, FL 33543",Brokered by Flat Fee MLS Realty,https://www.realtor.com/realestateandhomes-detail/4210-Montegrappa-Way_Wesley-Chapel_FL_33543_M97356-56221?from=srp-list-card
6627,"$879,000",Townhouse for sale,3,3.5,"1,839sqft
1,839 square feet","871sqft lot
871 square foot lot","270 8th St N, Saint Petersburg, FL 33701",Brokered by HOME SOLD REALTY,https://www.realtor.com/realestateandhomes-detail/270-8th-St-N_Saint-Petersburg_FL_33701_M97931-71085?from=srp-list-card
6628,"$1,100,000",Condo for sale,3,3,"1,860sqft
1,860 square feet",,"17375 Collins Ave Unit 1808, Sunny Isles Beach, FL 33160",Brokered by First Pro International Rlty,https://www.realtor.com/realestateandhomes-detail/17375-Collins-Ave-1808_Sunny-Isles-Beach_FL_33160_M60895-03891?from=srp-list-card
6629,"$2,115,225",Condo for sale,2,2,"1,358sqft
1,358 square feet",,"1 Baha Mar Blvd Unit 1816, , FL",Brokered by ONE Sotheby's International Realty,https://www.realtor.com/realestateandhomes-detail/1-Baha-Mar-Blvd-Unit-1816_FL_M97602-76071?from=srp-list-card
