,Price,Category,Beds,Baths,Area,Plot_size,Address,Broker,URL
1954,"$318,360",Townhouse for sale,3,2,"1,884sqft
1,884 square feet",,"2791 Walden Town Cir, Plant City, FL 33566",Built by Highland Homes,https://www.realtor.com/realestateandhomes-detail/2791-Walden-Town-Cir_Plant-City_FL_33566_M97033-42600
1955,"$668,290",House for sale,3,3.5,"2,100sqft
2,100 square feet",,"29620 Toricelli Rd, Wesley Chapel, FL 33543",Built by Taylor Morrison,https://www.realtor.com/realestateandhomes-detail/29620-Toricelli-Rd_Wesley-Chapel_FL_33543_M90390-71570
1956,"$465,990",House for sale,4,2.5,"2,294sqft
2,294 square feet",,"10308 Cross River Trl, Parrish, FL 34219",Built by Pulte Homes,https://www.realtor.com/realestateandhomes-detail/10308-Cross-River-Trl_Parrish_FL_34219_M97578-63300
1957,"$182,500",Mobile house for sale,3,2,"1,800sqft
1,800 square feet",,"27110 Jones Loop Rd Unit 114, Punta Gorda, FL 33982",Brokered by Ventura Lakes,https://www.realtor.com/realestateandhomes-detail/27110-Jones-Loop-Rd-Unit-114_Punta-Gorda_FL_33982_M97485-16352?from=srp-list-card
1958,"$339,990",House for sale,3,2,"1,672sqft
1,672 square feet",,"3102 Silver Date Dr, Wimauma, FL 33598",Built by D.R. Horton - Tampa South,https://www.realtor.com/realestateandhomes-detail/3102-Silver-Date-Dr_Wimauma_FL_33598_M96779-02703
1959,"$898,990",House for sale,4,3,"2,907sqft
2,907 square feet",,"21205 Holmes Cir, Venice, FL 34293",Built by Neal Communities,https://www.realtor.com/realestateandhomes-detail/21205-Holmes-Cir_Venice_FL_34293_M93019-35928
1960,"$487,210",House for sale,3,3,"2,230sqft
2,230 square feet",,"759 Little Cloud Pl, Valrico, FL 33594",Built by Pulte Homes,https://www.realtor.com/realestateandhomes-detail/759-Little-Cloud-Pl_Valrico_FL_33594_M92402-68231
1961,"$343,165",House for sale,4,2,"1,828sqft
1,828 square feet",,"9244 SW 45th Ter, Ocala, FL 34476",Built by D.R. Horton - West Central Florida,https://www.realtor.com/realestateandhomes-detail/9244-SW-45th-Ter_Ocala_FL_34476_M91064-47966
1962,"$329,990",House for sale,3,2,"1,714sqft
1,714 square feet",,"4224 Hemlock St, Jacksonville, FL 32218",Built by D.R. Horton - Jacksonville North,https://www.realtor.com/realestateandhomes-detail/4224-Hemlock-St_Jacksonville_FL_32218_M92636-16538
1963,"$713,495",House for sale,3,2,"1,695sqft
1,695 square feet",,"5807 Graceful Way, Delray Beach, FL 33484",Built by Lennar,https://www.realtor.com/realestateandhomes-detail/5807-Graceful-Way_Delray-Beach_FL_33484_M90756-26200
1964,"$220,000",House for sale,3,1,"1,340sqft
1,340 square feet","2acre lot
2 acre lot","2385 County Rd 78, Labelle, FL 33935",Brokered by Realty Executives of SWFL,https://www.realtor.com/realestateandhomes-detail/2385-County-Rd-78_Labelle_FL_33935_M95672-56425?from=srp-list-card
1965,"$403,990",House for sale,3,2,"1,504sqft
1,504 square feet",,"2228 Cassia Ct, Sanford, FL 32773",Built by D.R. Horton - Orlando North,https://www.realtor.com/realestateandhomes-detail/2228-Cassia-Ct_Sanford_FL_32773_M95712-08502
1966,"$327,990",Condo for sale,3,2.5,"1,386sqft
1,386 square feet",,"4424 Banjo Lake Rd, Land O' Lakes, FL 34639",Built by Starlight Homes,https://www.realtor.com/realestateandhomes-detail/4424-Banjo-Lake-Rd_Land-O-Lakes_FL_34639_M95370-59370
1967,"$497,204",House for sale,3,3,"1,849sqft
1,849 square feet",,"3184 Weston Manor Dr, Alva, FL 33920",Built by Lennar,https://www.realtor.com/realestateandhomes-detail/3184-Weston-Manor-Dr_Alva_FL_33920_M51341-98363
1968,"$650,999",House for sale,3,3,"2,799sqft
2,799 square feet",,"25173 Redwood Ct, Punta Gorda, FL 33955",Built by Lennar,https://www.realtor.com/realestateandhomes-detail/25173-Redwood-Ct_Punta-Gorda_FL_33955_M90464-11980
1969,"$934,900",House for sale,3,2,"2,501sqft
2,501 square feet",,"1114 Seagrape Dr, Ruskin, FL 33570",Built by Lennar,https://www.realtor.com/realestateandhomes-detail/1114-Seagrape-Dr_Ruskin_FL_33570_M95136-18755
1970,"$323,128",House for sale,4,2,"1,775sqft
1,775 square feet",,"536 Carya Way, Auburndale, FL 33823",Built by KB Home,https://www.realtor.com/realestateandhomes-detail/536-Carya-Way_Auburndale_FL_33823_M97481-24841
1971,"$509,990",House for sale,2,2.5,"2,369sqft
2,369 square feet",,"14 Silver Glen Dr, Palm Coast, FL 32137",Built by Dream Finders Active Adult 2,https://www.realtor.com/realestateandhomes-detail/14-Silver-Glen-Dr_Palm-Coast_FL_32137_M97137-39275
1972,"$289,950",House for sale,3,2,"1,440sqft
1,440 square feet",,"858 Ballantyne Dr, Lake Wales, FL 33898",Built by Richmond American Homes,https://www.realtor.com/realestateandhomes-detail/858-Ballantyne-Dr_Lake-Wales_FL_33898_M92902-04184
1973,"$316,345",House for sale,3,2,"1,560sqft
1,560 square feet",,"37364 Sharks Eye Ln, Zephyrhills, FL 33541",Built by D.R. Horton - Tampa North,https://www.realtor.com/realestateandhomes-detail/37364-Sharks-Eye-Ln_Zephyrhills_FL_33541_M92496-41025
1974,"$567,388",House for sale,5,3,"2,800sqft
2,800 square feet",,"1416 Maddie Berry Ln, Kissimmee, FL 34744",Built by Richmond American Homes,https://www.realtor.com/realestateandhomes-detail/1416-Maddie-Berry-Ln_Kissimmee_FL_34744_M92585-27579
1975,"$312,900",House for sale,4,2,"1,787sqft
1,787 square feet",,"3431 Phoenix Ct, Crestview, FL 32539",Built by D.R. Horton - Pensacola East,https://www.realtor.com/realestateandhomes-detail/3431-Phoenix-Ct_Crestview_FL_32539_M91977-73248
1976,"$479,900",House for sale,3,2,"1,802sqft
1,802 square feet",,"5827 Windbreak Ct, Apollo Beach, FL 33572",Built by Toll Brothers,https://www.realtor.com/realestateandhomes-detail/5827-Windbreak-Ct_Apollo-Beach_FL_33572_M93321-87638
1977,"$337,900",House for sale,4,2,"1,787sqft
1,787 square feet",,"338 Flounder St, Crestview, FL 32539",Built by D.R. Horton - Pensacola East,https://www.realtor.com/realestateandhomes-detail/338-Flounder-St_Crestview_FL_32539_M91494-98703
1978,"$498,698",House for sale,4,2,"1,900sqft
1,900 square feet",,"1464 August Gray Dr, Kissimmee, FL 34744",Built by Richmond American Homes,https://www.realtor.com/realestateandhomes-detail/1464-August-Gray-Dr_Kissimmee_FL_34744_M91505-66250
1979,"$641,828",House for sale,4,2.5,"1,891sqft
1,891 square feet",,"184 Eagleston Ln, Sarasota, FL 34202",Built by Dream Finders Homes,https://www.realtor.com/realestateandhomes-detail/184-Eagleston-Ln_Sarasota_FL_34202_M92576-43041
1980,"$354,990",House for sale,3,2,"1,504sqft
1,504 square feet",,"7075 Cattle Egret Dr, Saint Cloud, FL 34773",Built by D.R. Horton - Orlando South,https://www.realtor.com/realestateandhomes-detail/7075-Cattle-Egret-Dr_Harmony_FL_34773_M96108-82896
1981,"$333,582",Townhouse for sale,3,2.5,"1,729sqft
1,729 square feet",,"602 Abbyberry Ln, Debary, FL 32713",Built by Dream Finders Homes,https://www.realtor.com/realestateandhomes-detail/602-Abbyberry-Ln_Debary_FL_32713_M95703-01495
1982,"$343,215",House for sale,4,2,"1,828sqft
1,828 square feet",,"3171 Evenmore Way, Wildwood, FL 34785",Built by D.R. Horton - West Central Florida,https://www.realtor.com/realestateandhomes-detail/3171-Evenmore-Way_Wildwood_FL_34785_M95292-67069
1983,"$429,295",House for sale,3,2,"1,601sqft
1,601 square feet",,"123 Spruce Hill Pt, Saint Johns, FL 32259",Built by Mattamy Homes,https://www.realtor.com/realestateandhomes-detail/123-Spruce-Hill-Pt_St-Johns_FL_32259_M95590-78413
1984,"$466,928",House for sale,4,3,"2,381sqft
2,381 square feet",,"642 Fernandina St NW, Palm Bay, FL 32907",Built by Holiday Builders,https://www.realtor.com/realestateandhomes-detail/642-Fernandina-St-NW_Palm-Bay_FL_32907_M98891-92592
1985,"$920,922",House for sale,3,3,"2,650sqft
2,650 square feet",,"7988 Lakes Edge Ln, Port Charlotte, FL 33981",Built by Lennar,https://www.realtor.com/realestateandhomes-detail/7988-Lakes-Edge-Ln_Port-Charlotte_FL_33981_M97037-85751
1986,"$272,900",House for sale,4,2,"1,439sqft
1,439 square feet",,"6183 June Bug Dr, Milton, FL 32583",Built by D.R. Horton - Pensacola East,https://www.realtor.com/realestateandhomes-detail/6183-June-Bug-Dr_Milton_FL_32583_M93616-11645
1987,"$369,900",House for sale,5,3,"2,107sqft
2,107 square feet",,"5860 Sargassum Ln, Milton, FL 32583",Built by D.R. Horton - Pensacola East,https://www.realtor.com/realestateandhomes-detail/5860-Sargassum-Ln_Milton_FL_32583_M91723-51476
1988,"$739,990",House for sale,5,4,"3,531sqft
3,531 square feet",,"5733 Maydale Ave, Wesley Chapel, FL 33545",Built by M/I Homes,https://www.realtor.com/realestateandhomes-detail/5733-Maydale-Ave_Wesley-Chapel_FL_33545_M92316-25815
1989,"$408,298",House for sale,4,2,"2,168sqft
2,168 square feet",,"5577 Creek Haven Way, Lakeland, FL 33810",Built by KB Home,https://www.realtor.com/realestateandhomes-detail/5577-Creek-Haven-Way_Lakeland_FL_33810_M90327-04946
1990,"$354,165",House for sale,4,2,"2,034sqft
2,034 square feet",,"9320 SW 60th Terrace Rd, Ocala, FL 34476",Built by D.R. Horton - West Central Florida,https://www.realtor.com/realestateandhomes-detail/9320-SW-60th-Terrace-Rd_Ocala_FL_34476_M91052-15473
1991,"$444,340",Townhouse for sale,3,2.5,"1,758sqft
1,758 square feet",,"11879 Davis Dr, Largo, FL 33774",Built by D.R. Horton - Sarasota,https://www.realtor.com/realestateandhomes-detail/11879-Davis-Dr_Largo_FL_33774_M92555-53116
1992,"$517,284",House for sale,2,2.5,"2,134sqft
2,134 square feet",,"10112 SW Carnelian St, Port Saint Lucie, FL 34987",Built by Mattamy Homes,https://www.realtor.com/realestateandhomes-detail/10112-SW-Carnelian-St_Port-St-Lucie_FL_34987_M95584-58091
1993,"$185,000",Mobile house for sale,3,2,"1,980sqft
1,980 square feet",,"3938 Dockers Dr, Ruskin, FL 33570","Brokered by Sunny Days Manufactured & Mobile Home Brokers, LLC",https://www.realtor.com/realestateandhomes-detail/3938-Dockers-Dr_Ruskin_FL_33570_M95270-65276?from=srp-list-card
1994,"$345,990",Townhouse for sale,2,2,"1,565sqft
1,565 square feet",,"8588 Bold Cypress Ln, Wesley Chapel, FL 33545",Built by D.R. Horton - Tampa North,https://www.realtor.com/realestateandhomes-detail/8588-Bold-Cypress-Ln_Wesley-Chapel_FL_33545_M96791-85430
1995,"$619,000",House for sale,4,2.5,"2,046sqft
2,046 square feet",,"701 SE 17th Ave, Homestead, FL 33033",Built by D.R. Horton - Southeast Florida,https://www.realtor.com/realestateandhomes-detail/701-SE-17th-Ave_Homestead_FL_33033_M99303-03167
1996,"$447,920",House for sale,3,2,"1,764sqft
1,764 square feet",,"50 Oconee Dr, Palm Coast, FL 32137",Built by Taylor Morrison,https://www.realtor.com/realestateandhomes-detail/50-Oconee-Dr_Palm-Coast_FL_32137_M95212-62113
1997,"$668,405",House for sale,4,3.5,"3,053sqft
3,053 square feet",,"473 SE Ranch Oak Cir, Port Saint Lucie, FL 34984",Built by Taylor Morrison,https://www.realtor.com/realestateandhomes-detail/473-SE-Ranch-Oak-Cir_Port-St-Lucie_FL_34984_M94729-62001
1998,"$705,990",House for sale,4,2.5,"2,428sqft
2,428 square feet",,"2616 Star Apple Way, Sarasota, FL 34240",Built by Neal Communities,https://www.realtor.com/realestateandhomes-detail/2616-Star-Apple-Way_Sarasota_FL_34240_M96936-45500
1999,From,House for sale,4,2,"2,106sqft
2,106 square feet",,"CHARLE II Plan, Trailmark Community, St Augustine, FL 32092",Built by Lennar,https://www.realtor.com/realestateandhomes-detail/CHARLE-II_Trailmark_74-Bloomfield-Way_St-Augustine_FL_32092_P417000882591
2000,"$2,020,000",House for sale,,,,,"9246 Seaglass Ct, Vero Beach, FL 32963",Built by GHO Homes,https://www.realtor.com/realestateandhomes-detail/9246-Seaglass-Ct_Vero-Beach_FL_32963_M97667-03199
2001,"$554,990",House for sale,4,3.5,"2,787sqft
2,787 square feet",,"810 160th Ln E, Bradenton, FL 34212",Built by D.R. Horton - Sarasota,https://www.realtor.com/realestateandhomes-detail/810-160th-Ln-E_Bradenton_FL_34212_M93462-53085
2002,"$717,999",House for sale,3,2.5,"2,336sqft
2,336 square feet",,"17328 Savory Mist Cir, Lakewood Ranch, FL 34211",Built by M/I Homes,https://www.realtor.com/realestateandhomes-detail/17328-Savory-Mist-Cir_Bradenton_FL_34211_M91638-83305
2003,"$399,990",House for sale,4,2.5,"2,260sqft
2,260 square feet",,"10268 Kalamazoo Pl, Parrish, FL 34219",Built by D.R. Horton - Sarasota,https://www.realtor.com/realestateandhomes-detail/10268-Kalamazoo-Pl_Parrish_FL_34219_M92800-29032
2004,"$421,990",House for sale,4,2,"1,806sqft
1,806 square feet",,"1220 SW Avens St, Port Saint Lucie, FL 34983",Built by Holiday Builders,https://www.realtor.com/realestateandhomes-detail/1220-SW-Avens-St_Port-Saint-Lucie_FL_34983_M92220-22213
2005,"$542,980",House for sale,3,3,"2,230sqft
2,230 square feet",,"20693 Balsam Hill Rd, Land O Lakes, FL 34638",Built by Pulte Homes,https://www.realtor.com/realestateandhomes-detail/20693-Balsam-Hill-Rd_Land-O-Lakes_FL_34638_M94292-81735
2006,"$1,496 - $1,797",For Rent - Apartment,1 - 2,1 - 2,"760 - 1,077 square feet",,"Windrift Apartment Homes, 949 Crowsnest Cir, Orlando, FL 32825",,
2007,"$2,295 - $2,914",For Rent - Apartment,1 - 3,1 - 2,"758 - 1,269 square feet",,"Casa Vera, 8881 SW 172nd Ave, Miami, FL 33196",,
2008,$536 - $969,For Rent - Apartment,1 - 3,1 - 2,,,"The Sanctuary, 2202 W Pensacola St, Tallahassee, FL 32304",,
2009,"$2,592 - $5,132",For Rent - Apartment,Studio - 3,1 - 2,"516 - 1,310 square feet",,"The Boulevard, 5700 Biscayne Blvd, Miami, FL 33137",,
2010,"$2,379 - $4,508",For Rent - Apartment,Studio - 3,,"588 - 1,376 square feet",,"10X Riverwalk (4 West Las Olas), 4 W Las Olas Blvd, Fort Lauderdale, FL 33301",,
2011,,,,,,,", ",,
2012,,,,,,,", ",,
2013,,,,,,,", ",,
2014,,,,,,,,,
2015,,,,,,,,,
2016,,,,,,,,,
2017,,,,,,,,,
2018,,,,,,,,,
2019,,,,,,,,,
2020,,,,,,,,,
2021,,,,,,,,,
2022,,,,,,,,,
2023,,,,,,,,,
2024,,,,,,,,,
2025,,,,,,,,,
2026,"$366,230",House for sale,3,2.5,"1,808sqft
1,808 square feet",,"301 Salisbury Cir, Fort Pierce, FL 34982",Built by Meritage Homes,https://www.realtor.com/realestateandhomes-detail/301-Salisbury-Cir_Fort-Pierce_FL_34982_M90997-10864
2027,"$3,650,000",House for sale,4,4,"4,226sqft
4,226 square feet",,"19020 Via Messina Way, Fort Myers, FL 33913",Built by Miromar Lakes Beach &Golf Club,https://www.realtor.com/realestateandhomes-detail/19020-Via-Messina-Way_Fort-Myers_FL_33913_M97996-39946
2028,"$489,990",House for sale,4,2.5,"2,095sqft
2,095 square feet",,"2155 Huntsman Ridge Rd, Minneola, FL 34755",Built by Starlight Homes,https://www.realtor.com/realestateandhomes-detail/2155-Huntsman-Ridge-Rd_Minneola_FL_34755_M90719-20808
2029,"$346,965",House for sale,4,2,"2,029sqft
2,029 square feet",,"553 Midway Trak, Ocala, FL 34472",Built by Highland Homes,https://www.realtor.com/realestateandhomes-detail/553-Midway-Trak_Ocala_FL_34472_M91033-82904
2030,"$464,385",House for sale,3,3,"2,032sqft
2,032 square feet",,"1030 Cavailian Pl NW, Palm Bay, FL 32907",Built by Lennar,https://www.realtor.com/realestateandhomes-detail/1030-Cavailian-Pl-NW_Palm-Bay_FL_32907_M93386-06060
2031,"$385,485",House for sale,4,2,"2,124sqft
2,124 square feet",,"13512 NW Convergence Blvd, Alachua, FL 32615",Built by Lennar,https://www.realtor.com/realestateandhomes-detail/13512-NW-Convergence-Blvd_Alachua_FL_32615_M96119-65132
2032,"$574,395",House for sale,3,3,"2,196sqft
2,196 square feet",,"2149 SE Mosaic Blvd, Port Saint Lucie, FL 34984",Built by Kolter Homes,https://www.realtor.com/realestateandhomes-detail/2149-SE-Mosaic-Blvd_Port-Saint-Lucie_FL_34984_M94698-40793
2033,"$546,569",House for sale,3,2.5,"2,145sqft
2,145 square feet",,"17272 Balance Cv, Land O Lakes, FL 34638",Built by David Weekley Homes,https://www.realtor.com/realestateandhomes-detail/17272-Balance-Cv_Land-O-Lakes_FL_34638_M93199-94648
2034,"$570,000",House for sale,3,2,"1,972sqft
1,972 square feet",,"16971 Cedar Valley Cir, Clermont, FL 34711",Built by David Weekley Homes,https://www.realtor.com/realestateandhomes-detail/16971-Cedar-Valley-Cir_Clermont_FL_34711_M92824-77500
2035,"$651,990",House for sale,4,2.5,"2,560sqft
2,560 square feet",,"2584 Cavanaugh Dr, Orlando, FL 32817",Built by Landsea Homes,https://www.realtor.com/realestateandhomes-detail/2584-Cavanaugh-Dr_Orlando_FL_32817_M93337-14557
2036,"$244,990",Townhouse for sale,3,2.5,"1,458sqft
1,458 square feet",,"6649 SW 81st Loop, Ocala, FL 34476",Built by D.R. Horton - West Central Florida,https://www.realtor.com/realestateandhomes-detail/6649-SW-81st-Loop_Ocala_FL_34476_M93893-90863
2037,"$324,901",House for sale,3,2,"1,685sqft
1,685 square feet",,"4694 Sago Palm Cir, Pace, FL 32571",Built by Holiday Builders,https://www.realtor.com/realestateandhomes-detail/4694-Sago-Palm-Cir_Pace_FL_32571_M93593-34588
2038,"$647,990",House for sale,3,3,"2,207sqft
2,207 square feet",,"10031 Cross River Trl, Parrish, FL 34219",Built by Neal Communities,https://www.realtor.com/realestateandhomes-detail/10031-Cross-River-Trl_Parrish_FL_34219_M93652-40342
2039,"$347,190",House for sale,3,2,"1,654sqft
1,654 square feet",,"16683 Expedition Ct, Punta Gorda, FL 33982",Built by Meritage Homes,https://www.realtor.com/realestateandhomes-detail/16683-Expedition-Ct_Punta-Gorda_FL_33982_M92282-35945
2040,"$313,670",House for sale,3,2,"1,491sqft
1,491 square feet",,"2486 Leeds St, Haines City, FL 33844",Built by Meritage Homes,https://www.realtor.com/realestateandhomes-detail/2486-Leeds-St_Haines-City_FL_33844_M96435-87189
2041,"$809,875",House for sale,3,3,"3,004sqft
3,004 square feet",,"4937 Freccia Loop, Wesley Chapel, FL 33543",Built by Taylor Morrison,https://www.realtor.com/realestateandhomes-detail/4937-Freccia-Loop_Wesley-Chapel_FL_33543_M96900-45271
2042,"$679,980",House for sale,5,4,"3,053sqft
3,053 square feet",,"34019 Landsman Loop, Wesley Chapel, FL 33543",Built by Taylor Morrison,https://www.realtor.com/realestateandhomes-detail/34019-Landsman-Loop_Wesley-Chapel_FL_33543_M93377-58354
2043,From,House for sale,5,4.5,"3,416sqft
3,416 square feet",,"Yellowstone Plan, Silverlake Community, Lake Alfred, FL 33850",Built by Pulte Homes,https://www.realtor.com/realestateandhomes-detail/Yellowstone_Silverlake_917-Silverlake-Blvd_Lake-Alfred_FL_33850_P417000731898
2044,"$609,990",House for sale,4,3.5,"2,787sqft
2,787 square feet",,"18308 Fattoria Ter, Bradenton, FL 34211",Built by D.R. Horton - Sarasota,https://www.realtor.com/realestateandhomes-detail/18308-Fattoria-Ter_Bradenton_FL_34211_M97249-70585
2045,"$361,000",House for sale,4,3,"1,988sqft
1,988 square feet",,"28013 Poppy Ct, Leesburg, FL 34748",Built by Meritage Homes,https://www.realtor.com/realestateandhomes-detail/28013-Poppy-Ct_Leesburg_FL_34748_M95786-85330
2046,"$386,802",House for sale,4,2,"1,810sqft
1,810 square feet",,"3452 Auvenshine Way, Orange Park, FL 32065",Built by Richmond American Homes,https://www.realtor.com/realestateandhomes-detail/3452-Auvenshine-Way_Orange-Park_FL_32065_M94615-86534
2047,"$447,990",House for sale,2,2,"1,579sqft
1,579 square feet",,"157 Okeeffe Cir, Bradenton, FL 34212",Built by Medallion Home,https://www.realtor.com/realestateandhomes-detail/157-Okeeffe-Cir_Bradenton_FL_34212_M94238-91789
2048,"$379,490",House for sale,4,2.5,"2,313sqft
2,313 square feet",,"451 Lagoda Dr, Cocoa, FL 32927",Built by Stanley Martin Homes,https://www.realtor.com/realestateandhomes-detail/451-Lagoda-Dr_Cocoa_FL_32927_M91729-96026
2049,"$282,900",Townhouse for sale,3,2.5,"1,553sqft
1,553 square feet",,"9449 Nature Creek Ln, Pensacola, FL 32526",Built by D.R. Horton - Pensacola West,https://www.realtor.com/realestateandhomes-detail/9449-Nature-Creek-Ln_Pensacola_FL_32526_M99990-62257
2050,"$255,000",House for sale,2,1,"1,060sqft
1,060 square feet",,"1112 Craft St E, Lehigh Acres, FL 33974",Built by Holiday Builders,https://www.realtor.com/realestateandhomes-detail/1112-Craft-St-E_Lehigh-Acres_FL_33974_M95964-76183
2051,"$641,263",House for sale,2,2.5,"2,245sqft
2,245 square feet",,"10332 SW Velorum Way, Port Saint Lucie, FL 34987",Built by Mattamy Homes,https://www.realtor.com/realestateandhomes-detail/10332-SW-Velorum-Way_Port-St-Lucie_FL_34987_M94084-26382
2052,"$570,980",House for sale,2,2,"1,671sqft
1,671 square feet",,"18053 Cherished Loop, Lakewood Ranch, FL 34211",Built by M/I Homes,https://www.realtor.com/realestateandhomes-detail/18053-Cherished-Loop_Bradenton_FL_34211_M96041-76845
2053,"$355,665",House for sale,4,2,"1,828sqft
1,828 square feet",,"35349 Mahwah Ave, Dade City, FL 33525",Built by D.R. Horton - Tampa North,https://www.realtor.com/realestateandhomes-detail/35349-Mahwah-Ave_Dade-City_FL_33525_M93185-37040
2054,"$32,000",Mobile house for sale,2,2,"1,200sqft
1,200 square feet",,"270 Kingfisher Ave, Fort Pierce, FL 34982",Brokered by Realty One Group Engage,https://www.realtor.com/realestateandhomes-detail/270-Kingfisher-Ave_Fort-Pierce_FL_34982_M93206-21271?from=srp-list-card
2055,"$578,025",House for sale,2,2.5,"2,080sqft
2,080 square feet",,"17235 Luminous Ave, Venice, FL 34293",Built by Pulte Homes,https://www.realtor.com/realestateandhomes-detail/17235-Luminous-Ave_Venice_FL_34293_M92867-18785
2056,"$357,920",House for sale,3,2,"1,642sqft
1,642 square feet",,"203 Hydrangea Blvd, Freeport, FL 32439",Built by DSLD Homes - Florida,https://www.realtor.com/realestateandhomes-detail/203-Hydrangea-Blvd_Freeport_FL_32439_M90465-86402
2057,"$615,710",House for sale,3,2.5,"2,343sqft
2,343 square feet",,"15327 Lucerna St Unit 202, Naples, FL 34114",Built by Taylor Morrison,https://www.realtor.com/realestateandhomes-detail/15327-Lucerna-St-Unit-202_Naples_FL_34114_M94503-78175
2058,"$340,000",House for sale,3,2.5,"1,566sqft
1,566 square feet",,"4331 Ranch House Rd, Saint Cloud, FL 34772",Built by Meritage Homes,https://www.realtor.com/realestateandhomes-detail/4331-Ranch-House-Rd_Saint-Cloud_FL_34772_M94247-43073
2059,"$496,150",House for sale,5,4,"3,162sqft
3,162 square feet",,"1174 Kistna Dr, Zephyrhills, FL 33540",Built by Pulte Homes,https://www.realtor.com/realestateandhomes-detail/1174-Kistna-Dr_Zephyrhills_FL_33540_M91635-74501
2060,"$359,900",House for sale,4,2,"1,870sqft
1,870 square feet",,"9023 Bay Leaf Dr, Parrish, FL 34221",Built by Lennar,https://www.realtor.com/realestateandhomes-detail/9023-Bay-Leaf-Dr_Parrish_FL_34221_M98332-83401
2061,"$349,060",House for sale,3,2,"1,635sqft
1,635 square feet",,"738 Carlyle Way, Fort Pierce, FL 34947",Built by Lennar,https://www.realtor.com/realestateandhomes-detail/738-Carlyle-Way_Fort-Pierce_FL_34947_M98281-02391
2062,"$320,000",House for sale,3,2,"1,552sqft
1,552 square feet",,"3008 28th St SW, Lehigh Acres, FL 33976",Built by Holiday Builders,https://www.realtor.com/realestateandhomes-detail/3008-28th-St-SW_Lehigh-Acres_FL_33976_M97228-54293
2063,"$425,165",House for sale,2,2,"1,655sqft
1,655 square feet",,"7060 Chapel Creek Ln, North Fort Myers, FL 33917",Built by Del Webb,https://www.realtor.com/realestateandhomes-detail/7060-Chapel-Creek-Ln_North-Fort-Myers_FL_33917_M94937-59818
2064,"$548,113",House for sale,4,2,"1,993sqft
1,993 square feet",,"249 Mosaic Blvd, Daytona Beach, FL 32124",Built by ICI Homes,https://www.realtor.com/realestateandhomes-detail/249-Mosaic-Blvd_Daytona-Beach_FL_32124_M95683-05080
2065,"$341,998",House for sale,,,"1,366sqft
1,366 square feet",,"17440 Opal Sand Dr # 203, Venice, FL 34293",Built by Lennar,https://www.realtor.com/realestateandhomes-detail/17440-Opal-Sand-Dr-203_Venice_FL_34293_M94500-85470
2066,"$601,335",House for sale,4,2.5,,,"5249 Marano Dr, Ave Maria, FL 34142",Built by CC Homes,https://www.realtor.com/realestateandhomes-detail/5249-Marano-Dr_Ave-Maria_FL_34142_M90813-52845
2067,"$359,900",House for sale,5,3,"2,595sqft
2,595 square feet",,"2513 Rutgers Rd, Crestview, FL 32536",Built by D.R. Horton - Pensacola East,https://www.realtor.com/realestateandhomes-detail/2513-Rutgers-Rd_Crestview_FL_32536_M91155-19420
2068,"$2,592 - $5,132",For Rent - Apartment,Studio - 3,1 - 2,"516 - 1,310 square feet",,"The Boulevard, 5700 Biscayne Blvd, Miami, FL 33137",,
2069,"$1,708 - $2,170",For Rent - Apartment,1 - 2,1 - 2,"746 - 1,047 square feet",,"River Reach, 2000 River Reach Dr, Naples, FL 34104",,
2070,"$2,163 - $3,629",For Rent - Apartment,Studio - 2,1 - 2,"514 - 1,102 square feet",,"SOMA at Brickell, 145 SW 13th St, Miami, FL 33130",,
2071,"$2,000 - $3,620",For Rent - Apartment,Studio - 3,1 - 2,"486 - 1,198 square feet",,"Century Town Center, 8175 NW 107th Ave, Doral, FL 33178",,
2072,"$1,039 - $1,430",For Rent - Apartment,1 - 2,1,600 - 850 square feet,,"Bella Mar Apartment Homes, 12406 N 15th St, Tampa, FL 33612",,
2073,,,,,,,", ",,
2074,,,,,,,", ",,
2075,,,,,,,", ",,
2076,,,,,,,,,
2077,,,,,,,,,
2078,,,,,,,,,
2079,,,,,,,,,
2080,,,,,,,,,
2081,,,,,,,,,
2082,,,,,,,,,
2083,,,,,,,,,
2084,,,,,,,,,
2085,,,,,,,,,
2086,,,,,,,,,
2087,,,,,,,,,
2088,"$509,900",House for sale,5,3,"3,010sqft
3,010 square feet",,"3315 Grouse Rd, Pace, FL 32571",Built by D.R. Horton - Pensacola West,https://www.realtor.com/realestateandhomes-detail/3315-Grouse-Rd_Pace_FL_32571_M92126-74340
2089,"$499,990",House for sale,2,2,"1,607sqft
1,607 square feet",,"41 Oakmoss Dr, Saint Johns, FL 32259",Built by Toll Brothers,https://www.realtor.com/realestateandhomes-detail/41-Oakmoss-Dr_St-Johns_FL_32259_M92709-12015
2090,"$158,000",Mobile house for sale,2,2,"1,404sqft
1,404 square feet",,"153 Skipper Ln, Sebastian, FL 32958",Brokered by Exit Right Realty,https://www.realtor.com/realestateandhomes-detail/153-Skipper-Ln_Sebastian_FL_32958_M98495-11951?from=srp-list-card
2091,"$390,900",House for sale,4,2,"1,856sqft
1,856 square feet",,"2864 Patriot Ridge Dr, Crestview, FL 32539",Built by D.R. Horton - Pensacola East,https://www.realtor.com/realestateandhomes-detail/2864-Patriot-Ridge-Dr_Crestview_FL_32539_M97375-94828
